population,suicides/100kpop,gdp_for_year($),gdp_per_capita($),suicides_no
1154848,99.96999999999997,11692287066,10125,104
992432,99.3,12232463656,10570,98
67566000,38.169999999999995,184472557415,2730,1544
69123500,45.739999999999995,129440993789,1873,1714
67948100,41.42999999999999,140263387027,2064,1701
69646000,42.22,183144164357,2630,1703
71359000,48.25999999999999,222977046516,3125,1865
73076900,48.85,262709948091,3595,1926
74796300,47.69,314454015372,4204,2103
75285800,52.07000000000001,363609163462,4830,2237
76826800,52.0,500736065605,6518,2342
78374100,55.92,527813238126,6735,2588
79927100,59.089999999999996,360073909244,4505,2877
83802294,56.33,410975595310,4904,3008
85340880,57.070000000000014,500413483109,5864,3350
86825678,56.839999999999996,526502129378,6064,3312
88271977,54.889999999999986,600232874043,6800,3327
89694793,54.89,707906744575,7892,3456
91052714,63.300000000000004,756706300590,8311,3760
92394316,58.36000000000001,772106378935,8357,3826
93758859,63.0,729336319677,7779,4070
95193068,60.75,782240601985,8217,4056
96730008,62.220000000000006,877476221382,9071,4274
98468839,59.220000000000006,975387131716,9906,4230
100294297,58.010000000000005,1052696282279,10496,4285
102170587,60.83,1109989038339,10864,4642
104044342,64.14,900045362045,8651,5023
105875861,61.00999999999999,1057801282051,9991,4858
107655100,65.52,1180489563964,10965,5558
109368765,63.43,1201090018604,10982,5381
111036708,64.99000000000001,1274443078609,11478,5711
112692589,68.37999999999998,1314385330073,11663,6178
114357884,66.57,1169622672463,10228,6234
2167589,184.39,11183458131,4145,423
578668,0.0,984297589,1701,0
578668,0.0,1159869246,2004,0
578668,0.0,1284685051,2220,0
579688,0.0,1707710053,2946,0
581623,0.0,2073234418,3565,0
583232,274.4799999999999,2257174481,3870,118
584885,0.0,2721904403,4654,0
587244,335.53,3680710375,6268,121
589953,308.09000000000003,4545674528,7705,126
592234,275.93,4159330370,7023,107
13618300,159.89,142009922306,10428,1638
13695500,158.28000000000003,198298498021,14479,1604
13777000,157.17000000000004,241918791123,17560,1616
13855700,147.59999999999997,258567751143,18661,1523
13929300,136.01000000000002,255039560740,18310,1520
14014300,136.17000000000002,314267667675,22425,1450
14114800,150.49,323320449906,22906,1611
14216900,143.49,358330385840,25205,1587
14313600,135.98,349037818106,24385,1555
14397700,136.96,374291430318,25997,1584
14474000,125.02000000000002,446528959649,30850,1511
14553700,135.07,445704575163,30625,1577
14639900,136.57,412199006099,28156,1572
14734600,128.5,432476116419,29351,1519
14832000,123.16000000000001,441975282335,29799,1519
14933235,118.99000000000001,412807259996,27644,1501
15038337,116.3,426573601790,28366,1474
15130318,119.72999999999999,465368906456,30757,1570
15203397,113.33,571863431151,37614,1502
15265861,111.16,650532654582,42614,1514
15320595,113.27999999999999,678533764457,44289,1574
15368697,113.18999999999998,726649102998,47281,1525
15425404,97.43999999999997,839419655078,54418,1354
15506963,102.08999999999999,936228211513,60375,1439
15602176,108.30000000000001,857932759100,54988,1530
15691409,109.48999999999997,836389937229,53302,1604
15772162,113.07999999999998,893757287202,56667,1650
15839503,118.51,828946812397,52334,1756
15899508,125.53000000000002,866680000367,54510,1856
15899508,121.42,879635084125,55325,1839
16057342,126.93,757999453314,47206,1873
14239554,127.38999999999999,777227541581,48108,1886
3025800,153.64,24950895141,8246,338
3026100,178.67,30604668357,10114,414
3047100,210.51999999999998,40338594862,13238,463
3055200,205.03,45493075684,14890,484
3063800,190.62,44170562822,14417,465
3089400,186.57,45519034244,14734,455
3203900,175.48,42756020707,13345,474
3235600,183.59,41636005955,12868,493
3273200,163.98000000000002,46712018141,14271,443
3319500,198.63,55154160816,16615,512
3373800,199.42000000000004,63918039320,18945,545
3432500,195.13,70140835299,20434,540
3470200,198.28000000000003,66074513018,19041,562
3502800,201.07000000000002,56227696195,16052,574
3549300,176.80000000000004,58762260626,16556,516
3573690,157.54,52622842840,14725,458
3599090,179.9,53872425917,14968,508
3659190,152.03000000000003,66627729311,18208,467
3729420,172.35,88250885550,23663,519
3802510,163.41000000000003,103904537815,27325,495
3849280,157.93000000000004,114718721397,29803,514
3898600,156.74,111608845081,28628,527
3935450,148.19,137316087308,34892,494
3968450,151.77999999999994,133279679483,33585,520
4009980,153.00000000000003,121338622025,30259,512
4055470,152.62,146583831538,36145,536
4090460,142.82000000000002,168461998741,41184,493
4120870,158.03000000000003,176192886551,42756,549
4129770,144.55,190785204764,46198,513
5107427,88.74000000000001,8758622329,1715,351
5177921,89.54999999999998,9774316692,1888,369
5251443,72.28999999999999,10532001130,2006,316
5326935,80.97000000000001,10982972256,2062,351
5402424,71.39999999999999,11880438824,2199,311
5476483,69.86999999999999,12611087031,2303,315
3911700,163.62,78693253276,20117,579
3929500,191.56,94230055659,23980,649
3946600,208.49999999999997,101900260856,25820,708
3955800,197.89000000000004,102633789558,25945,660
3961300,191.31000000000003,119791683308,30240,659
3972600,194.82000000000002,121872464483,30678,675
3989800,181.64000000000001,130838040068,32793,616
4010500,178.05,120579072751,30066,590
4033300,150.53,127131461120,31520,531
4055900,156.35,152027402450,37483,548
4078000,153.93,163517783497,40098,517
4102100,158.60999999999999,161354369893,39335,533
4129400,153.66,154165219812,37334,548
4159745,163.32999999999998,162286003693,39013,583
4168315,150.33,171315639983,41099,541
4215103,154.29000000000002,174003247439,41281,549
4243689,141.0,195418347153,46049,494
4273124,138.07999999999996,228752436372,53533,502
4301960,141.37,264357494659,61450,529
4335092,142.09,308722079938,71215,533
4372103,142.67000000000002,345424664369,79007,532
4417369,127.77,401082621083,90797,485
4472089,132.03,462554432624,103431,505
4527536,145.73999999999995,386622457580,85394,573
4582885,136.42999999999998,429130952709,93638,548
4643300,146.49,498831558926,107430,598
4706585,125.99999999999999,510229136227,108408,515
4767605,127.00999999999999,523502127660,109804,554
4827178,127.22999999999999,499338534779,103443,548
4882909,136.43,386663139403,79187,590
2607549,21.189999999999998,48388296489,18557,13
2748440,3.8000000000000003,58642392718,21337,13
3631098,1.51,81076723017,22328,7
1899700,51.059999999999995,6541517100,3443,56
1939900,60.91,6797834200,3504,82
1980800,67.06,6827665300,3447,85
2064310,60.19,5902783400,2859,87
2112479,55.290000000000006,5918469800,2802,70
2472851,66.38000000000001,9870494000,3992,113
2526210,83.19,10677286100,4227,145
2579433,76.68999999999998,11575486400,4488,148
2633348,77.62999999999998,12130252200,4606,143
2688510,85.58000000000001,12304115000,4577,143
2742982,86.77000000000001,12502013400,4558,162
2800046,78.94,12994310400,4641,160
2858964,97.24,13693981200,4790,195
2918453,81.76,15013381700,5144,186
2977595,77.80999999999999,16374393900,5499,172
3037959,91.63,18141666300,5972,185
3097138,71.89999999999999,21295984200,6876,171
3155636,73.3,25155888600,7972,186
3214513,68.29,27116635600,8436,177
3274415,64.0,29440287600,8991,151
3334191,62.730000000000004,34686224300,10403,144
3395244,55.519999999999996,40429734400,11908,135
3457387,49.309999999999995,45599994000,13189,130
3520213,55.98,49921464400,14181,147
3583382,44.89999999999999,54315722500,15158,110
3077314,39.42,2966234106,964,63
3167535,26.759999999999998,3439716562,1086,56
3261975,36.599999999999994,3778316380,1158,62
3459176,35.33,4599970618,1330,67
3560229,45.01,5695201563,1600,99
3662812,27.140000000000004,6984367763,1907,75
3972517,44.459999999999994,7870982171,1981,108
4076758,40.330000000000005,9062131308,2223,118
4181422,33.46,9788391733,2341,99
4284973,35.580000000000005,9965225497,2326,126
4388094,48.55,9024567484,2057,138
4492220,44.42,8392549702,1868,161
4598158,42.779999999999994,8195993231,1782,154
4701314,56.52,7662595076,1630,152
4809921,43.45000000000001,6325151760,1315,177
4920489,51.35000000000001,6588103836,1339,174
5027301,65.44000000000001,8033877360,1598,234
5126457,62.81,8734653809,1704,239
5223460,65.57,10646157920,2038,251
5307169,62.51000000000001,13794910634,2599,227
5382169,58.32,18504130753,3438,222
5456220,67.32999999999998,15929902138,2920,283
5534703,54.56000000000001,20030528043,3619,223
5610499,67.83,25099681461,4474,298
5695283,63.3,24595319574,4319,275
5786207,75.39000000000001,28965906502,5006,323
5877594,72.15,30881166852,5254,379
55304684,9.81,52976344929,958,347
56781569,21.97,54368083953,957,846
62772694,20.24,82344260571,1312,814
64252614,22.05,72207028767,1124,883
65740201,24.88,82995145792,1262,1043
67243482,32.21,81026300311,1205,1403
68738092,27.079999999999995,76262072468,1109,1204
70256443,28.540000000000003,81357605642,1158,1301
71781489,33.41,83908206648,1169,1544
76435755,36.66,122210716310,1599,1788
78008654,29.17,149359918060,1915,1698
79595888,33.05,174195136253,2188,1820
81193855,34.89,168334601260,2073,2074
82760992,36.96000000000001,199590775189,2412,2116
84201767,44.90999999999999,224143083707,2662,2449
35164800,172.64,65977749037,1876,4970
35396300,180.27000000000004,85500935935,2416,5316
35605400,194.43000000000004,94337050693,2650,5713
35792600,187.85000000000002,96045645026,2683,5624
35960000,185.95999999999998,110803391517,3081,5519
36104900,181.7,142137319588,3937,5499
36243300,178.20999999999998,159942880457,4413,5446
36575200,184.14999999999998,169717677901,4640,5779
36233344,191.01,171885598583,4744,5841
36295390,180.65,190521263343,5249,5855
36347498,183.26999999999995,198680637255,5466,5925
36353775,180.14999999999995,217513049292,5983,5836
36371596,187.73999999999995,255102252843,7014,6072
36371365,186.04,306125173853,8417,6045
36348232,182.85,344748646558,9485,5805
36310843,166.46999999999994,429063549984,11816,5284
36262711,177.37999999999997,533815789474,14721,5682
36223402,197.1,439796160379,12141,6477
36027791,190.64,479321460551,13304,6357
36008237,183.86,528832185770,14686,6113
36013446,192.37000000000003,500360816828,13894,6368
36023694,187.58999999999997,524234322597,14552,6218
36059630,178.3,545179584720,15119,5934
36086575,166.99,477355617456,13228,5420
9313930,164.82000000000002,27118476174,2912,983
9349248,165.52999999999997,38749715722,4145,941
9378989,171.32999999999998,48187667853,5138,960
9400481,137.74999999999997,56352797354,5995,819
9415270,130.32,60600056659,6436,747
9420814,150.21,78721607509,8356,870
9410507,165.15999999999997,89242382961,9483,942
9401557,148.3,107602689041,11445,866
9410082,125.83,95019103603,10098,780
9436009,123.82000000000001,99698453261,10566,762
9473844,128.93,118133634072,12469,809
9515960,115.77000000000001,122629812841,12887,653
9564579,102.17999999999999,117046198971,12237,628
9617110,87.05999999999999,123981736420,12892,556
9671357,89.46,127465545493,13180,545
9740085,85.88000000000001,118358489958,12152,524
9809536,115.73000000000003,121545880984,12391,761
9859832,171.82999999999998,134228697534,13614,1210
9895009,166.45999999999998,164964195260,16671,1156
10005713,143.54999999999998,240169336162,24003,1020
10030640,141.01999999999998,262007590450,26121,1038
10049918,139.7,243745748819,24254,1025
10066628,148.84,238303443425,23673,1099
10062815,127.86,244895101712,24337,1017
10029396,139.4,216368178659,21573,1076
9985074,132.73,226073492966,22641,1052
9944433,153.88999999999996,229629822122,23091,1222
3082500,154.60999999999999,20289200000,6582,269
3143200,178.23000000000002,22009300000,7002,310
3189400,143.76,24025800000,7533,272
3235600,161.68999999999997,26385800000,8155,314
3283800,169.53999999999996,28161200000,8576,327
3204000,181.58,30603919000,9552,371
3237200,184.81,32287031000,9974,355
3287900,135.30999999999997,34630430000,10533,314
3312472,151.25,36922456000,11146,345
3343624,147.27999999999994,39690630000,11871,355
3375154,120.87,42647331000,12636,289
3401823,139.81000000000003,45340835000,13328,331
3432757,99.25999999999998,48187039000,14037,273
3464834,131.07,54086400000,15610,321
3492721,117.31,57841000000,16560,289
3511947,108.26,61701800000,17569,305
3522212,106.89,69208400000,19649,289
3523951,91.59000000000002,71623500000,20325,239
3519026,96.99000000000001,74827400000,21264,262
3511462,108.95,80322313000,22874,279
3504599,105.11,83914521300,23944,289
3499036,95.30000000000001,87276164400,24943,265
3493631,93.08000000000001,89524131600,25625,271
3488811,107.08,93639316000,26840,300
3484474,124.9,96385638000,27661,330
3480379,103.84000000000002,98381268000,28267,286
3475298,90.55000000000001,100351670000,28876,258
3472672,87.1,101564800000,29247,248
3471665,90.59000000000002,102450000000,29510,241
3470956,77.09,102445800000,29515,220
3469521,85.58000000000001,103143500000,29728,226
463449,0.0,8137911978,17559,0
539483,27.300000000000004,17538461538,32510,23
697191,15.25,31734065934,45517,21
796618,18.799999999999997,44530494505,55899,17
940090,87.30000000000001,60882142857,64762,29
1115479,28.61,79712087912,71460,41
1310465,13.55,115270054945,87961,33
1506649,19.900000000000002,97798351648,64911,44
1689592,12.83,125122306346,74055,47
1854081,18.849999999999998,167775274725,90490,50
2003149,13.270000000000001,186833516484,93270,43
2135349,8.23,198727747253,93066,37
2251682,18.989999999999995,206224725275,91587,55
2354147,18.84,164641483516,69937,66
2213121,16.43,152451923077,62484,68
36716700,146.64999999999998,100273097170,2731,3689
37540400,143.31,115537126326,3078,3458
38114900,128.23999999999998,146133338196,3834,3301
38700500,114.58000000000001,196964195387,5089,2949
39171500,121.4,243526047717,6217,3023
39589500,120.53,279349355714,7056,3159
39993700,116.18000000000002,325734233313,8145,3069
40371200,127.39,350051111253,8671,3533
40754800,159.48000000000002,386302839274,9479,4124
41145300,165.4,455602962225,11073,4212
42076400,179.28000000000003,556130926913,13217,4841
42507100,216.98999999999998,598099073901,14071,5857
42956100,226.79999999999998,557503074772,12978,6024
43395700,302.32,374241351752,8624,8569
43817300,257.52000000000004,485248229337,11074,7075
44271743,248.59,561633125840,12686,6444
44710865,273.54,533052076314,11922,6911
45110041,361.04,609020054512,13501,8611
45455888,454.11999999999995,680520724062,14971,10898
45779970,469.69999999999993,764880644711,16708,11492
46151884,479.03999999999996,898137194716,19460,12011
46513964,420.46,1011797457139,21753,10653
46814207,466.5400000000001,1122679154632,23982,12174
47101747,452.2800000000001,1002219052968,21278,12858
47380017,519.5200000000001,901934953365,19036,15402
47598615,518.2,1094499338703,22994,15558
47798017,515.05,1202463682634,25157,15906
48020985,443.25999999999993,1222807284485,25464,14159
48248224,428.57,1305604981272,27060,14426
48465917,385.3299999999999,1411333926201,29120,13834
48671752,389.14000000000004,1382764027114,28410,13510
21344500,157.77000000000004,42105263158,1973,2529
21401900,125.91999999999999,38995454545,1822,2079
21458000,133.38,28998684211,1351,2161
21227100,164.18,25121666667,1183,2650
21307600,162.07,26362894737,1237,2774
21386000,172.78000000000003,30074440483,1406,2887
21451300,156.18,37662075750,1756,2793
21397300,159.98000000000002,37182938696,1738,2828
21369000,161.6,35838588170,1677,2859
21338400,161.28999999999996,41976002704,1967,2838
21310800,158.27,36183003978,1698,2736
21290400,159.19000000000003,37438527800,1758,2836
21272887,149.10999999999999,40716836998,1914,2720
20700580,173.6,46174557556,2231,3067
20656841,159.70999999999998,59867801205,2898,2894
20610767,151.19,76216441462,3698,2720
20569960,146.01,99697566668,4847,2603
20526561,149.09,123533036668,6018,2721
20475026,136.05999999999997,175933642292,8593,2430
20433803,140.4,213605065703,10454,2472
20390882,144.01999999999998,172611845342,8465,2586
20348649,150.04000000000002,166658327827,8190,2766
20291701,138.78,184367381749,9086,2536
19041594,142.03,171664638717,9015,2495
19003345,137.99,191549024911,10080,2407
18952235,131.02999999999997,199493490983,10526,2209
18863927,133.54999999999998,177911101680,9431,2228
16644905,116.33000000000001,187805922349,10020,1953
135443800,398.82,506500173960,3740,37921
136398200,399.17,516814274022,3789,39028
137283000,396.3999999999999,517962962963,3773,39281
138118900,437.47999999999996,460290556901,3333,45923
137692800,522.0600000000001,435083713851,3160,55846
138476200,567.64,395077301248,2853,61420
139087100,547.38,395531066563,2844,60548
139272600,526.2800000000001,391719993757,2813,57511
139283200,508.09,404926534140,2907,54746
139122100,474.73999999999995,270953116950,1948,51518
138717800,510.13,195905767669,1412,56974
138205695,504.46999999999997,259708496267,1879,56619
137521509,504.65000000000003,306602673980,2229,56958
136590900,488.54999999999995,345110438692,2527,55024
137019868,468.9100000000001,430347770732,3141,51445
137071699,447.61,591016690743,4312,49096
136162191,420.3399999999999,764017107992,5611,45802
135357462,401.31,989930542279,7313,42614
134778964,386.99000000000007,1299705247686,9643,41149
134385949,366.8,1660844408500,12359,38211
134085433,352.8,1222643696992,9118,37408
134865987,319.21,1524916112079,11307,33356
134745874,299.68,2051661732060,15226,31038
134668522,285.51000000000005,2210256976945,16413,29643
134713962,273.96999999999997,2297128039058,17052,28690
134713962,259.21999999999997,2063662665172,15319,26541
137018943,236.91999999999996,1368400705491,9987,25432
39100,0.0,208740444,5339,0
39100,0.0,209880963,5368,0
39100,0.0,229434519,5868,0
110000,59.95,289689704,2634,5
111300,141.42000000000002,319998987,2875,11
113000,182.20999999999995,366541091,3244,10
118566,88.91000000000001,415518112,3505,8
120537,26.919999999999998,483962431,4015,3
122496,104.09,513753818,4194,6
124223,98.11,566894749,4564,11
125846,75.28,574870405,4568,8
127557,45.8,600005564,4704,6
129466,81.71000000000001,640449501,4947,10
131621,61.03000000000001,662196185,5031,7
133967,117.53999999999999,676949594,5053,9
136400,119.03,737554872,5407,8
138813,74.94,775934813,5590,8
141100,197.85999999999999,784159229,5557,14
143166,59.08,743808076,5195,7
145168,187.52000000000004,748346606,5155,12
147127,133.26000000000002,823837141,5599,10
149121,66.17,893107211,5989,8
151169,24.82,951207366,6292,4
153460,17.83,1134193630,7391,2
157876,0.0,1282215407,8122,0
159820,82.32,1262973407,7902,13
161503,30.31,1381968259,8557,4
162892,53.32,1437684815,8826,8
163940,85.03,1436803333,8764,10
164790,114.10000000000002,1489928889,9041,14
165596,91.56,1551921037,9372,14
89800,32.79,145641704,1622,2
90800,0.0,160846667,1771,0
92036,0.0,175580630,1908,0
94141,72.06,240365259,2553,5
95974,85.41,316008481,3293,7
96095,85.06,331489704,3450,8
96255,30.019999999999996,347770000,3613,3
96449,194.42000000000002,373619852,3874,10
96685,65.80000000000001,390719148,4041,6
96956,44.11,396270000,4087,5
97341,160.66000000000003,430040370,4418,8
97799,202.92999999999998,461883444,4723,7
98292,50.91,481806296,4902,4
98740,46.459999999999994,521975111,5286,4
99118,72.11,550728667,5556,8
99463,122.06999999999998,610930037,6142,6
99689,102.39,651833333,6539,11
99826,40.28999999999999,695428852,6966,4
99927,11.18,674922481,6754,1
100050,54.83,681225963,6809,5
100037,46.980000000000004,676129407,6759,5
100167,97.29,692933741,6918,10
100398,0.0,721207148,7183,0
100676,80.78,725185185,7203,2
100948,28.080000000000002,756666667,7496,3
25192,64.35000000000001,1215640315,48255,2
25369,47.26,1101897918,43435,1
28264,34.01,1958711603,69301,1
7179002,307.05,18284194680,2547,1460
7162831,344.72999999999996,18409364147,2570,1571
7149140,324.16,6540247190,915,1543
7142410,297.0,12267175481,1718,1442
7138113,295.91,16116843146,2258,1446
7111975,271.27,21188704081,2979,1378
7086364,262.50999999999993,24861483281,3508,1345
7058982,286.31999999999994,26252007830,3719,1437
7031811,286.06999999999994,30607991862,4353,1443
7009610,258.45,40289556656,5748,1353
6988532,242.60999999999999,49259526053,7049,1289
6968240,258.43000000000006,42616653300,6116,1373
6944871,234.48000000000002,39460357731,5682,1207
6900027,243.45,46466728667,6734,1256
6867174,234.53,40742313861,5933,1243
6832840,217.73,45519650911,6662,1197
6801810,216.78,44210806366,6500,1134
6766406,205.97,37160332465,5492,1062
57300,156.18000000000004,168887539,2947,8
57400,23.26,207850624,3621,1
58300,60.72,249267040,4276,3
75363,87.57000000000001,622262057,8257,6
76904,154.12,697518248,9070,5
78402,100.0,705704816,9001,8
79735,63.27000000000001,839319927,10526,6
80900,71.5,919103255,11361,5
81691,275.75,1016418229,12442,8
82331,147.64,1033561654,12554,6
82900,39.07,967199594,11667,4
83429,43.81,847397850,10157,4
83885,51.989999999999995,969936525,11563,6
80717,51.34,1065826670,13204,5
81224,33.5,1059498884,13044,3
82541,131.4,1328091524,16090,9
83845,43.33,1342997306,16018,4
85949,81.25,1375604279,16005,7
2350500,353.36000000000007,19138296376,8142,324
2379300,324.61,18569292305,7805,326
2407800,273.56,20897630201,8679,301
2393400,360.19,25337226971,10586,366
2431100,354.11,30423573842,12514,394
2511800,272.03,36152027893,14393,354
2559300,229.38,45474442836,17768,296
2604000,205.42,52156414979,20029,277
2655800,235.14000000000004,60644572348,22835,270
2712200,246.85000000000005,73777792327,27202,316
2765300,282.76,87890009877,31783,364
2823100,208.93999999999997,96403758865,34148,239
2880000,206.64999999999998,100163995151,34779,303
2940200,215.35999999999999,85707636233,29150,328
2997100,166.45000000000005,86283126844,28789,277
3047600,164.33999999999997,95833932715,31446,309
3103000,167.80000000000004,89286208629,28774,305
3165200,172.39000000000001,91941192896,29048,321
3226200,172.73999999999998,97001377569,30067,320
3281400,167.47999999999996,114188557567,34799,335
3342400,180.33,127417688056,38122,359
3411900,148.74999999999997,147797218201,43318,372
3389600,165.76000000000002,179981288567,53098,328
3448900,150.25,192225881688,55735,319
3536100,149.58,192408387762,54413,349
3576800,129.23000000000002,236421782178,66099,296
3600900,116.96,275966926379,76638,308
3631600,141.61999999999998,290673681684,80040,392
3661456,137.87,304454327499,83151,357
3689370,131.78,311539499645,84442,355
3719115,109.28999999999998,304097759674,81766,329
4909228,214.23000000000002,15431288006,3143,796
4935260,195.33999999999997,16452201101,3334,738
4974858,185.04000000000005,20079363626,4036,691
5005232,198.69999999999993,25733043137,5141,735
5032436,174.50000000000006,27821913815,5529,672
5058389,164.10000000000002,27660149541,5468,630
5081100,161.84,29828899206,5871,673
5098200,172.08,30415095887,5966,692
5111813,180.08,29114875622,5696,729
5100256,171.88,30703017450,6020,692
5107584,191.77,35083608131,6869,717
5113982,169.16000000000003,46731767494,9138,753
5121210,150.89999999999998,57240535138,11177,676
5126946,165.37,62697540107,12229,679
5129369,0.0,70596729394,13763,0
5132660,0.0,86304245825,16815,0
5137067,134.20000000000002,100324627215,19530,591
5141744,139.08,88945625174,17299,601
5147562,143.68,89501012916,17387,631
5116922,129.48000000000002,93413992956,18256,571
5122209,143.90999999999997,98478349315,19226,616
5129686,132.82000000000002,100948236941,19679,554
1884000,393.87000000000006,21273055398,11291,564
1893100,421.1099999999999,21480023017,11346,607
1883900,410.09999999999997,20749140606,11014,593
1880300,413.59999999999997,22125435372,11767,612
1884400,393.35999999999996,22689994990,12041,590
1886483,404.12000000000006,20342201356,10783,588
1901330,423.4,20875387068,10979,581
1906124,354.3,23563576758,12362,540
1907589,376.56000000000006,29697448108,15568,562
1907862,298.4799999999999,34470227454,18067,512
1911817,337.41,36346974008,19012,503
1918570,347.87,39587732029,20634,529
1927332,291.44999999999993,48114688201,24964,434
1943758,263.09,55589849128,28599,408
1942037,268.71000000000004,50244793832,25872,447
1944774,265.59,48013606745,24689,414
1944561,281.65999999999997,51290792018,26377,435
1945988,279.74,46352802766,23820,440
1948276,283.0199999999999,48116256926,24697,446
1951786,240.36999999999998,49904928335,25569,388
1954632,264.81,43072415017,22036,422
37773652,8.03,147607982695,3908,143
38528157,4.95,152586154514,3960,104
39232468,7.699999999999999,137774361015,3512,180
39907560,10.87,136631966609,3424,279
40568559,9.54,136361854808,3361,267
41185599,12.43,121600818310,2953,384
41803868,6.9799999999999995,115748110113,2769,236
42415309,9.240000000000002,175256916996,4132,256
43005874,12.63,228937347866,5323,383
43566107,15.29,257671413751,5914,458
44079057,17.919999999999998,271811088781,6166,514
44577435,12.12,299033511000,6708,417
43680586,14.139999999999999,287099991517,6573,441
45607048,10.709999999999999,297216730669,6517,372
46176200,13.09,375298134440,8128,393
46806739,9.309999999999999,416878162441,8906,358
47484256,13.56,396332702639,8347,487
48192699,14.9,366829390479,7612,587
48912129,15.079999999999998,350904575292,7174,580
49627460,13.000000000000002,317741039198,6403,482
35997000,114.93,180302412231,5009,2514
36223000,119.83000000000001,250638463467,6919,2755
36425700,122.13999999999999,317882187037,8727,2804
36597300,127.28,375138723325,10250,2960
36740400,126.49,413630538018,11258,2987
36861400,129.24,535101248776,14517,2939
36958100,121.84000000000002,575598537070,15574,2916
37000900,119.00999999999998,629202392004,17005,2786
37122100,120.85,523649481762,14106,3037
37203100,124.32000000000001,529121577320,14223,3171
37275300,123.81,612939685081,16444,3157
37341200,126.53,640998292395,17166,3320
37405000,131.32,588692045455,15738,3373
37458900,124.04,617041986858,16473,3261
37789271,119.08,633194118900,16756,3220
38319996,122.21000000000002,595402616547,15538,3394
38713504,112.4,625975838926,16169,3189
39340611,115.64,705145868624,17924,3372
39947556,116.48999999999997,906853273138,22701,3478
40555823,112.63000000000001,1069555500372,26372,3508
41195479,107.66,1157276458152,28092,3399
41808848,99.86999999999999,1264551499185,30246,3247
42547327,98.94999999999997,1479341637011,34769,3264
43199484,98.51999999999998,1635015380108,37848,3457
43490086,98.01999999999998,1499099749931,34470,3429
43595356,87.44,1431616749640,32839,3158
43642571,88.58999999999999,1488067258325,34097,3180
44318859,96.88,1336018949806,30146,3539
44227625,101.31999999999998,1361854206549,30792,3873
44172771,104.35000000000002,1376910811041,31171,3911
44186528,97.38000000000002,1197789902774,27108,3604
13857000,558.7200000000001,5978460972,431,5668
14101400,529.8000000000002,6405210564,454,5345
16654427,395.71000000000004,13897738375,834,4898
16775409,472.09999999999997,15091913884,900,5887
16897691,451.15000000000003,15794972847,935,5518
17020287,445.23999999999995,15656327860,920,5619
17140342,427.2900000000001,16330814180,953,5252
17266961,358.06,15749753805,912,4590
17395955,339.41,16536535647,951,4382
17524596,352.75000000000006,18881765437,1077,4467
17891558,328.7300000000001,28267410543,1580,4015
322700,470.84000000000003,873250000,2706,80
326294,211.99,891000000,2731,42
332013,251.69999999999996,979850000,2951,52
339611,209.72000000000006,1160900000,3418,49
347723,212.11999999999998,542520000,1560,53
348700,214.09,388300000,1114,26
363079,215.46,448300000,1235,57
370194,137.96,404600000,1093,48
389414,182.52,693970588,1782,55
395805,84.27000000000001,860630923,2174,21
401814,115.69,929607500,2314,32
407606,101.95,945000000,2318,29
413303,216.70000000000002,885444186,2142,49
419001,127.92999999999999,892164394,2129,52
424515,218.09,763465550,1798,72
430176,214.23000000000002,1078402128,2507,69
435946,245.99999999999997,1271196078,2916,77
441717,202.10000000000002,1484092538,3360,67
447445,211.17,1793754805,4009,72
453293,298.26,2626380435,5794,112
459086,356.14000000000004,2936612022,6397,119
464789,416.81999999999994,3532969035,7601,147
470448,369.71000000000004,3875409836,8238,131
476052,425.3,4368398048,9176,136
481521,353.31000000000006,4422276622,9184,127
486964,454.11,4980000000,10227,133
492359,286.79999999999995,5145757576,10451,131
497701,357.34,5240606061,10530,128
7909000,230.91,180429286796,22813,1541
7930900,231.67,204068257818,25731,1590
7964800,238.33999999999995,214875344910,26978,1579
8005700,222.05000000000004,258154283909,32246,1471
8041100,217.54000000000002,270362531377,33623,1483
8073200,200.77999999999997,280312318915,34721,1355
8112500,200.97000000000003,209950792713,25880,1373
8174100,195.69000000000003,226079963712,27658,1324
8233000,191.72,264051981551,32072,1348
8274300,178.24000000000004,288103936773,34819,1253
8311300,167.19000000000003,264477727279,31821,1201
8346300,175.8,266800462899,31966,1231
8378013,172.64,270847937645,32328,1220
8409008,162.50000000000003,259802012617,30896,1131
8439317,167.49000000000004,239917320967,28429,1197
8465828,162.71,263926220333,31175,1180
8490539,153.41,331108912605,38997,1112
8514314,157.41000000000003,381705425302,44831,1155
8538624,164.61999999999995,389042298377,45563,1219
8576044,160.76,420032121656,48977,1197
8629159,147.38999999999996,487816328342,56531,1126
8688504,155.68,513965650650,59155,1170
8755922,160.4,429657033108,49070,1242
8823125,146.54000000000002,488377689565,55352,1141
8884644,141.77,563109663291,63380,1112
8948909,148.10999999999999,543880647757,60776,1154
9024081,158.20000000000005,578742001488,64133,1230
9114524,149.04999999999998,573817719109,62956,1148
9114524,149.29999999999998,497918109302,54629,1182
8125852,138.84000000000003,514459972806,55594,1130
6617500,283.07000000000005,342617007104,51774,1419
6652200,279.89,330091688350,49621,1432
6675200,266.77,286519135327,42923,1341
6725167,273.41999999999996,295045152021,43872,1371
6764328,251.98,289912492345,42859,1296
6809589,266.2,272055499941,39952,1380
6865842,261.69,278631271391,40582,1338
6942010,273.70000000000005,301416810214,43419,1446
